Estabelecimento	Data	Série	Número do Documento	Participante	CFOP	Tributo	CST	Alíquota	Base de Cálculo	Valor Tributado	Valor Isento	Valor Outros
1	8/9/2011	11	0290848	1.43801E+12	6401	PIS	02	1.65	120.72	1.99	0.00	0.00
1	8/9/2011	11	0290848	1.43801E+12	6401	COFINS	01	7.60	1005.98	76.45	0.00	0.00
1	8/9/2011	11	0290848	1.43801E+12	6401	COFINS	02	7.60	120.72	9.17	0.00	0.00
1	8/9/2011	11	0290849	13	6201	ICMS	40	0.00	0.00	0.00	140.00	0.00
1	8/9/2011	11	0290849	13	6201	IPI	51	0.00	0.00	0.00	0.00	133.00
1	8/9/2011	11	0290849	13	6201	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/9/2011	11	0290849	13	6201	PIS	02	1.65	50.00	0.83	0.00	0.00
1	8/9/2011	11	0290849	13	6201	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/9/2011	11	0290849	13	6201	COFINS	02	7.60	50.00	3.80	0.00	0.00
1	8/9/2011	11	0290850	13	6101	ICMS	40	0.00	0.00	0.00	1788.72	0.00
1	8/9/2011	11	0290850	13	6403	ICMS	10	7.00	4221.28	295.48	0.00	0.00
1	8/9/2011	11	0290850	13	6403	ICMS/ST	10	25.00	5656.51	1118.65	0.00	0.00
1	8/9/2011	11	0290850	13	6101	IPI	50	5.00	1788.72	89.44	0.00	0.00
1	8/9/2011	11	0290850	13	6403	IPI	52	0.00	0.00	0.00	3027.24	0.00
1	8/9/2011	11	0290850	13	6101	PIS	01	1.65	1788.72	29.51	0.00	0.00
1	8/9/2011	11	0290850	13	6403	PIS	01	1.65	3684.69	60.80	0.00	0.00
1	8/9/2011	11	0290850	13	6403	PIS	02	1.65	536.59	8.85	0.00	0.00
1	8/9/2011	11	0290850	13	6101	COFINS	01	7.60	1788.72	135.94	0.00	0.00
1	8/9/2011	11	0290850	13	6403	COFINS	01	7.60	3684.69	280.04	0.00	0.00
1	8/9/2011	11	0290850	13	6403	COFINS	02	7.60	536.59	40.78	0.00	0.00
1	8/20/2011	5	7032014	13	6102	ICMS	00	25.00	4500.00	1125.00	0.00	0.00
1	8/9/2011	11	0290851	70		ICMS	00	7.00	2347.33	164.30	0.00	0.00
1	8/9/2011	11	0290851	70	6403	ICMS	10	7.00	422.67	29.58	0.00	0.00
1	8/9/2011	11	0290851	70	6403	ICMS/ST	10	25.00	566.38	112.02	0.00	0.00
1	8/9/2011	11	0290851	70		IPI	51	0.00	0.00	0.00	0.00	2347.33
1	8/9/2011	11	0290851	70	6403	IPI	52	0.00	0.00	0.00	270.08	0.00
1	8/9/2011	11	0290851	70		PIS	01	1.65	2347.33	38.73	0.00	0.00
1	8/9/2011	11	0290851	70	6403	PIS	01	1.65	422.67	6.97	0.00	0.00
1	8/9/2011	11	0290851	70		COFINS	01	7.60	2347.33	178.40	0.00	0.00
1	8/9/2011	11	0290851	70	6403	COFINS	01	7.60	422.67	32.12	0.00	0.00
1	8/20/2011	5	7032014	13	6102	IPI	50	12.00	4500.00	540.00	0.00	0.00
1	8/20/2011	5	7032014	13	6102	PIS	01	1.65	4500.00	74.25	0.00	0.00
1	8/20/2011	5	7032014	13	6102	COFINS	01	7.60	4500.00	342.00	0.00	0.00
1	8/9/2011	11	0290855	13		ICMS	90	0.00	0.00	0.00	0.00	1030.00
1	8/9/2011	11	0290855	13		IPI	51	0.00	0.00	0.00	0.00	1030.00
1	8/9/2011	11	0290855	13		PIS	01	1.65	1030.00	17.00	0.00	0.00
1	8/9/2011	11	0290855	13		COFINS	01	7.60	1030.00	78.28	0.00	0.00
1	8/10/2011	UN	0000011	1.43801E+12	6101	ICMS	00	25.00	1466.72	366.68	0.00	0.00
1	8/10/2011	UN	0000011	1.43801E+12	6101	IPI	51	0.00	0.00	0.00	0.00	1466.72
1	8/10/2011	UN	0000011	1.43801E+12	6101	PIS	01	0.00	550.02	9.08	0.00	0.00
1	8/10/2011	UN	0000011	1.43801E+12	6101	PIS	02	0.00	916.70	15.13	0.00	0.00
1	8/10/2011	UN	0000011	1.43801E+12	6101	COFINS	01	0.00	550.02	41.80	0.00	0.00
1	8/10/2011	UN	0000011	1.43801E+12	6101	COFINS	02	0.00	916.70	69.67	0.00	0.00
1	8/10/2011	UN	0000012	1.43801E+12	6101	ICMS	00	25.00	1100.04	275.01	0.00	0.00
1	8/10/2011	UN	0000012	1.43801E+12	6101	IPI	50	0.00	0.00	0.00	0.00	916.70
1	8/10/2011	UN	0000012	1.43801E+12	6101	IPI	54	0.00	0.00	0.00	0.00	183.34
1	8/10/2011	UN	0000012	1.43801E+12	6101	PIS	02	0.00	183.34	3.03	0.00	0.00
1	8/10/2011	UN	0000012	1.43801E+12	6101	PIS	03	0.00	916.70	15.13	0.00	0.00
1	8/10/2011	UN	0000012	1.43801E+12	6101	COFINS	01	0.00	916.70	69.67	0.00	0.00
1	8/10/2011	UN	0000012	1.43801E+12	6101	COFINS	04	0.00	183.34	13.93	0.00	0.00
1	8/10/2011	1	0000500	13	2101	ICMS	30	0.00	0.00	0.00	1050.00	0.00
1	8/10/2011	1	0000500	13	2101	ICMS	10	7.00	2360.00	165.20	0.00	0.00
1	8/10/2011	1	0000500	13	2101	ICMS/ST	10	0.00	5656.51	1118.65	0.00	0.00
1	8/10/2011	1	0000500	13	2101	IPI	02	0.00	0.00	0.00	2360.00	0.00
1	8/10/2011	1	0000500	13	2101	IPI	00	5.00	1000.00	50.00	0.00	0.00
1	8/10/2011	1	0000500	13	2101	PIS	01	1.65	3360.00	55.44	0.00	0.00
1	8/10/2011	1	0000500	13	2101	COFINS	01	7.60	3360.00	255.36	0.00	0.00
1	8/10/2011	100	0001111	1.43801E+12	1551	ICMS	90	0.00	0.00	0.00	0.00	2.00
1	8/10/2011	100	0001111	1.43801E+12	1551	IPI	03	0.00	0.00	0.00	0.00	2.00
1	8/10/2011	100	0001111	1.43801E+12	1551	PIS	06	0.00	2.00	0.00	0.00	0.00
1	8/10/2011	100	0001111	1.43801E+12	1551	COFINS	06	0.00	2.00	0.00	0.00	0.00
1	8/10/2011	1	0001330	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	1	0001330	12704	1101	PIS	06	0.00	400.00	6.60	0.00	0.00
1	8/10/2011	1	0001330	12704	1101	COFINS	06	0.00	400.00	30.40	0.00	0.00
1	8/10/2011	1	0001334	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	1	0001334	12704	1101	PIS	06	0.00	140.00	2.31	0.00	0.00
1	8/10/2011	1	0001334	12704	1101	COFINS	06	0.00	140.00	10.64	0.00	0.00
1	8/10/2011	1	0001335	12704	1902	ICMS	00	17.00	140.00	23.80	0.00	0.00
1	8/10/2011	1	0001335	12704	1902	IPI	49	5.00	140.00	7.00	0.00	0.00
1	8/10/2011	1	0001335	12704	1902	PIS	06	0.00	140.00	0.00	0.00	0.00
1	8/10/2011	1	0001335	12704	1902	COFINS	06	0.00	140.00	0.00	0.00	0.00
1	8/10/2011	1	0001336	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	1	0001336	12704	1101	PIS	06	0.00	396.00	6.53	0.00	0.00
1	8/10/2011	1	0001336	12704	1101	COFINS	06	0.00	396.00	30.10	0.00	0.00
1	8/12/2011	5	0076343	14	7101	PIS	06	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	1	0001337	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	1	0001337	12704	1902	ICMS	00	17.00	396.00	67.32	0.00	0.00
1	8/10/2011	1	0001337	12704	1902	IPI	49	5.00	396.00	19.80	0.00	0.00
1	8/10/2011	1	0001337	12704	1101	PIS	06	0.00	180.00	2.97	0.00	0.00
1	8/10/2011	1	0001337	12704	1902	PIS	06	0.00	396.00	0.00	0.00	0.00
1	8/10/2011	1	0001337	12704	1101	COFINS	06	0.00	180.00	13.68	0.00	0.00
1	8/10/2011	1	0001337	12704	1902	COFINS	06	0.00	396.00	0.00	0.00	0.00
1	8/10/2011	1	0001340	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	1	0001340	12704	1101	PIS	06	0.00	60.00	0.99	0.00	0.00
1	8/10/2011	1	0001340	12704	1101	COFINS	06	0.00	60.00	4.56	0.00	0.00
1	8/10/2011	5	0076267	70		ICMS	00	25.00	669.10	167.28	0.00	0.00
1	8/10/2011	5	0076267	70		IPI	51	0.00	0.00	0.00	0.00	467.10
1	8/10/2011	5	0076267	70		IPI	50	8.00	202.00	16.16	0.00	0.00
1	8/10/2011	5	0076267	70		PIS	01	0.00	669.10	11.04	0.00	0.00
1	8/10/2011	5	0076267	70		COFINS	01	0.00	669.10	50.85	0.00	0.00
1	8/10/2011	5	0076268	81	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076268	81	6118	IPI	51	0.00	0.00	0.00	0.00	418.00
1	8/10/2011	5	0076268	81	6118	IPI	50	8.00	228.26	18.26	0.00	0.00
1	8/10/2011	5	0076268	81	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076268	81	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076269	81	6118	ICMS	90	0.00	0.00	0.00	0.00	664.52
1	8/10/2011	5	0076269	81	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076269	81	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076270	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076270	70	6118	IPI	51	0.00	0.00	0.00	0.00	21693.34
1	8/10/2011	5	0076270	70	6118	IPI	50	8.00	8430.00	674.40	0.00	0.00
1	8/10/2011	5	0076270	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076270	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076271	70	6118	ICMS	90	0.00	0.00	0.00	0.00	30797.74
1	8/10/2011	5	0076271	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076271	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076272	70	6102	ICMS	00	25.00	29776.66	7444.17	0.00	0.00
1	8/10/2011	5	0076272	70	6102	IPI	51	0.00	0.00	0.00	0.00	21346.66
1	8/10/2011	5	0076272	70	6102	IPI	50	8.00	8430.00	674.40	0.00	0.00
1	8/10/2011	5	0076272	70	6102	PIS	01	0.00	29776.66	491.32	0.00	0.00
1	8/10/2011	5	0076272	70	6102	COFINS	01	0.00	29776.66	2263.03	0.00	0.00
1	8/10/2011	5	0076273	81	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076273	81	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076273	81	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076274	81	6102	ICMS	00	25.00	814.00	203.50	0.00	0.00
1	8/10/2011	5	0076274	81	6102	IPI	51	0.00	0.00	0.00	0.00	410.00
1	8/10/2011	5	0076274	81	6102	IPI	50	8.00	404.00	32.32	0.00	0.00
1	8/10/2011	5	0076274	81	6102	PIS	01	0.00	610.00	10.06	0.00	0.00
1	8/10/2011	5	0076274	81	6102	PIS	02	0.00	204.00	3.37	0.00	0.00
1	8/10/2011	5	0076274	81	6102	COFINS	01	0.00	610.00	46.36	0.00	0.00
1	8/10/2011	5	0076274	81	6102	COFINS	02	0.00	204.00	15.50	0.00	0.00
1	8/10/2011	5	0076275	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076275	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076275	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076277	81	6102	ICMS	00	25.00	766.39	191.60	0.00	0.00
1	8/10/2011	5	0076277	81	6102	IPI	51	0.00	0.00	0.00	0.00	525.00
1	8/10/2011	5	0076277	81	6102	IPI	50	8.00	241.39	19.31	0.00	0.00
1	8/10/2011	5	0076277	81	6102	PIS	01	0.00	766.39	12.64	0.00	0.00
1	8/10/2011	5	0076277	81	6102	COFINS	01	0.00	766.39	58.24	0.00	0.00
1	8/10/2011	5	0076278	70	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076278	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076278	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076279	70	6102	ICMS	00	25.00	25258.77	6314.69	0.00	0.00
1	8/10/2011	5	0076279	70	6102	IPI	50	8.00	4258.77	340.70	0.00	0.00
1	8/10/2011	5	0076279	70	6102	PIS	01	0.00	25258.77	416.77	0.00	0.00
1	8/10/2011	5	0076279	70	6102	COFINS	01	0.00	25258.77	1919.67	0.00	0.00
1	8/10/2011	5	0076280	81	6118	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076280	81	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	5	0076280	81	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	UN	0090811	12704	1101	ICMS	00	17.00	12.00	2.04	0.00	0.00
1	8/10/2011	UN	0090811	12704	1101	IPI	03	0.00	0.00	0.00	0.00	12.00
1	8/10/2011	UN	0090811	12704	1101	PIS	06	0.00	12.00	0.20	0.00	0.00
1	8/10/2011	UN	0090811	12704	1101	COFINS	06	0.00	12.00	0.91	0.00	0.00
1	8/10/2011	UN	0100811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	UN	0100811	12704	1101	ICMS	00	17.00	50.00	8.50	0.00	0.00
1	8/10/2011	UN	0100811	12704	1902	ICMS	00	17.00	75.00	12.75	0.00	0.00
1	8/10/2011	UN	0100811	12704	1101	IPI	03	0.00	0.00	0.00	0.00	50.00
1	8/10/2011	UN	0100811	12704	1902	IPI	49	5.00	75.00	3.75	0.00	0.00
1	8/10/2011	UN	0100811	12704	1101	PIS	06	0.00	125.00	2.07	0.00	0.00
1	8/10/2011	UN	0100811	12704	1902	PIS	06	0.00	75.00	0.00	0.00	0.00
1	8/10/2011	UN	0100811	12704	1101	COFINS	06	0.00	125.00	9.50	0.00	0.00
1	8/10/2011	UN	0100811	12704	1902	COFINS	06	0.00	75.00	0.00	0.00	0.00
1	8/10/2011	UN	9990811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/10/2011	UN	9990811	12704	1902	ICMS	00	17.00	10.00	1.70	0.00	0.00
1	8/10/2011	UN	9990811	12704	1902	IPI	49	5.00	10.00	0.50	0.00	0.00
1	8/10/2011	UN	9990811	12704	1101	PIS	06	0.00	10.00	0.17	0.00	0.00
1	8/10/2011	UN	9990811	12704	1902	PIS	06	0.00	10.00	0.00	0.00	0.00
1	8/10/2011	UN	9990811	12704	1101	COFINS	06	0.00	10.00	0.76	0.00	0.00
1	8/10/2011	UN	9990811	12704	1902	COFINS	06	0.00	10.00	0.00	0.00	0.00
1	8/11/2011	1	0001108	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/11/2011	1	0001108	12704	1101	PIS	06	0.00	10000.00	165.00	0.00	0.00
1	8/11/2011	1	0001108	12704	1101	COFINS	06	0.00	10000.00	760.00	0.00	0.00
1	8/11/2011	1	0001345	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/11/2011	1	0001345	12704	1101	PIS	06	0.00	400.00	6.60	0.00	0.00
1	8/11/2011	1	0001345	12704	1101	COFINS	06	0.00	400.00	30.40	0.00	0.00
1	8/11/2011	1	0001347	12704	1902	ICMS	00	17.00	400.00	68.00	0.00	0.00
1	8/11/2011	1	0001347	12704	1902	IPI	49	5.00	400.00	20.00	0.00	0.00
1	8/11/2011	1	0001347	12704	1902	PIS	06	0.00	400.00	0.00	0.00	0.00
1	8/11/2011	1	0001347	12704	1902	COFINS	06	0.00	400.00	0.00	0.00	0.00
1	8/11/2011	1	0011082	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/11/2011	1	0011082	12704	1101	PIS	06	0.00	100.00	1.65	0.00	0.00
1	8/11/2011	1	0011082	12704	1101	COFINS	06	0.00	100.00	7.60	0.00	0.00
1	8/11/2011	1	0110801	90000033		ICMS	40	0.00	0.00	0.00	13500.00	0.00
1	8/11/2011	1	0110801	90000033		IPI	02	0.00	0.00	0.00	13500.00	0.00
1	8/11/2011	1	0110801	90000033		PIS	06	0.00	13500.00	0.00	0.00	0.00
1	8/11/2011	1	0110801	90000033		COFINS	06	0.00	13500.00	0.00	0.00	0.00
1	8/19/2011	5	0076514	70	6118	PIS	07	0.00	0.00	0.00	0.00	0.00
1	8/19/2011	5	0076514	70	6118	COFINS	07	0.00	0.00	0.00	0.00	0.00
1	8/11/2011	UN	0110811	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/11/2011	UN	0110811	12704	1101	PIS	06	0.00	250.00	4.15	0.00	0.00
1	8/11/2011	UN	0110811	12704	1101	COFINS	06	0.00	250.00	19.00	0.00	0.00
1	8/11/2011	1	1234567	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/11/2011	1	1234567	12704	1101	PIS	06	0.00	100000.00	1650.00	0.00	0.00
1	8/11/2011	1	1234567	12704	1101	COFINS	06	0.00	100000.00	7600.00	0.00	0.00
1	8/11/2011	UN	2736373	1.43801E+12	2551	ICMS	90	0.00	0.00	0.00	0.00	100.00
1	8/11/2011	UN	2736373	1.43801E+12	2551	IPI	03	0.00	0.00	0.00	0.00	100.00
1	8/11/2011	UN	2736373	1.43801E+12	2551	PIS	06	0.00	100.00	0.00	0.00	0.00
1	8/11/2011	UN	2736373	1.43801E+12	2551	COFINS	06	0.00	100.00	0.00	0.00	0.00
1	8/12/2011	1	0001208	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	1	0001208	12704	1101	PIS	06	0.00	100.00	1.65	0.00	0.00
1	8/12/2011	1	0001208	12704	1101	COFINS	06	0.00	100.00	7.60	0.00	0.00
1	8/12/2011	1	0001349	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	1	0001349	12704	1101	PIS	06	0.00	500.00	8.25	0.00	0.00
1	8/12/2011	1	0001349	12704	1101	COFINS	06	0.00	500.00	38.00	0.00	0.00
1	8/12/2011	1	0001351	12704	1101	ICMS	90	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	1	0001351	12704	1101	PIS	06	0.00	250.00	4.13	0.00	0.00
1	8/12/2011	1	0001351	12704	1101	COFINS	06	0.00	250.00	19.00	0.00	0.00
1	8/12/2011	1	0004589	13	2101	ICMS	00	7.00	2530.00	177.10	0.00	0.00
1	8/12/2011	1	0004589	13	2101	IPI	01	0.00	1890.00	0.00	0.00	0.00
1	8/12/2011	1	0004589	13	2101	IPI	00	5.00	640.00	32.00	0.00	0.00
1	8/12/2011	1	0004589	13	2101	PIS	07	0.00	2530.00	0.00	0.00	0.00
1	8/12/2011	1	0004589	13	2101	COFINS	07	0.00	2530.00	0.00	0.00	0.00
1	8/12/2011	1	0004589	13	2101	ICMS ANTEC		0.00	14.00	315.36	0.00	0.00
1	8/12/2011	1	0004590	1.43801E+12	2101	ICMS	00	7.00	795.00	55.65	0.00	0.00
1	8/12/2011	1	0004590	1.43801E+12	2101	IPI	01	0.00	795.00	0.00	0.00	0.00
1	8/12/2011	1	0004590	1.43801E+12	2101	PIS	01	1.65	795.00	13.12	0.00	0.00
1	8/12/2011	1	0004590	1.43801E+12	2101	COFINS	01	7.60	795.00	60.42	0.00	0.00
1	8/12/2011	1	0004590	1.43801E+12	2101	ICMS ANTEC		0.00	24.00	305.01	0.00	0.00
1	8/12/2011	UN	0008101	1.43801E+12	2551	ICMS	90	0.00	0.00	0.00	0.00	100.00
1	8/12/2011	UN	0008101	1.43801E+12	2551	IPI	03	0.00	0.00	0.00	0.00	100.00
1	8/12/2011	UN	0008101	1.43801E+12	2551	PIS	06	0.00	100.00	1.65	0.00	0.00
1	8/12/2011	UN	0008101	1.43801E+12	2551	COFINS	06	0.00	100.00	7.60	0.00	0.00
1	8/12/2011	UN	0008103	1.43801E+12	2551	ICMS	90	0.00	0.00	0.00	0.00	100.00
1	8/12/2011	UN	0008103	1.43801E+12	2551	IPI	03	0.00	0.00	0.00	0.00	100.00
1	8/12/2011	UN	0008103	1.43801E+12	2551	PIS	06	0.00	100.00	1.65	0.00	0.00
1	8/12/2011	UN	0008103	1.43801E+12	2551	COFINS	06	0.00	100.00	7.60	0.00	0.00
1	8/12/2011	UN	0008105	1.43801E+12	2551	ICMS	90	0.00	0.00	0.00	0.00	100.00
1	8/12/2011	UN	0008105	1.43801E+12	2551	IPI	03	0.00	0.00	0.00	0.00	100.00
1	8/12/2011	UN	0008105	1.43801E+12	2551	PIS	06	0.00	100.00	1.65	0.00	0.00
1	8/12/2011	UN	0008105	1.43801E+12	2551	COFINS	06	0.00	100.00	7.60	0.00	0.00
1	8/12/2011	5	0076316	70		ICMS	00	25.00	101.00	25.25	0.00	0.00
1	8/12/2011	5	0076316	70		IPI	50	8.00	101.00	8.08	0.00	0.00
1	8/12/2011	5	0076316	70		PIS	01	0.00	101.00	1.67	0.00	0.00
1	8/12/2011	5	0076316	70		COFINS	01	0.00	101.00	7.68	0.00	0.00
1	8/12/2011	5	0076317	81		ICMS	00	25.00	414.00	103.50	0.00	0.00
1	8/12/2011	5	0076317	81		IPI	51	0.00	0.00	0.00	0.00	414.00
1	8/12/2011	5	0076317	81		PIS	01	0.00	312.00	5.15	0.00	0.00
1	8/12/2011	5	0076317	81		PIS	02	0.00	102.00	1.68	0.00	0.00
1	8/12/2011	5	0076317	81		COFINS	01	0.00	310.00	23.56	0.00	0.00
1	8/12/2011	5	0076317	81		COFINS	04	0.00	104.00	7.90	0.00	0.00
1	8/12/2011	5	0076318	70	6925	ICMS	00	25.00	318.08	79.52	0.00	0.00
1	8/12/2011	5	0076318	70	6925	IPI	51	0.00	0.00	0.00	0.00	209.00
1	8/12/2011	5	0076318	70	6925	IPI	50	8.00	101.00	8.08	0.00	0.00
1	8/12/2011	5	0076318	70	6925	PIS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076318	70	6925	COFINS	04	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076318	70	6925	COFINS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076319	70		ICMS	00	25.00	205.00	51.25	0.00	0.00
1	8/12/2011	5	0076319	70		IPI	51	0.00	0.00	0.00	0.00	104.00
1	8/12/2011	5	0076319	70		IPI	50	8.00	101.00	8.08	0.00	0.00
1	8/12/2011	5	0076319	70		PIS	01	0.00	205.00	3.39	0.00	0.00
1	8/12/2011	5	0076319	70		COFINS	01	0.00	101.00	7.68	0.00	0.00
1	8/12/2011	5	0076319	70		COFINS	04	0.00	104.00	7.90	0.00	0.00
1	8/12/2011	5	0076320	81		ICMS	00	25.00	205.00	51.25	0.00	0.00
1	8/12/2011	5	0076320	81		IPI	51	0.00	0.00	0.00	0.00	104.00
1	8/12/2011	5	0076320	81		IPI	50	8.00	101.00	8.08	0.00	0.00
1	8/12/2011	5	0076320	81		PIS	01	0.00	205.00	3.39	0.00	0.00
1	8/12/2011	5	0076320	81		COFINS	01	0.00	101.00	7.68	0.00	0.00
1	8/12/2011	5	0076320	81		COFINS	04	0.00	104.00	7.90	0.00	0.00
1	8/12/2011	5	0076321	70		ICMS	00	25.00	205.00	51.25	0.00	0.00
1	8/12/2011	5	0076321	70		IPI	51	0.00	0.00	0.00	0.00	104.00
1	8/12/2011	5	0076321	70		IPI	50	8.00	101.00	8.08	0.00	0.00
1	8/12/2011	5	0076321	70		PIS	01	0.00	205.00	3.39	0.00	0.00
1	8/12/2011	5	0076321	70		COFINS	01	0.00	101.00	7.68	0.00	0.00
1	8/12/2011	5	0076321	70		COFINS	04	0.00	104.00	7.90	0.00	0.00
1	8/12/2011	5	0076322	81		ICMS	00	25.00	3100.00	775.00	0.00	0.00
1	8/12/2011	5	0076322	81		IPI	51	0.00	0.00	0.00	0.00	2090.00
1	8/12/2011	5	0076322	81		IPI	50	8.00	1010.00	80.80	0.00	0.00
1	8/12/2011	5	0076322	81		PIS	01	0.00	3100.00	51.16	0.00	0.00
1	8/12/2011	5	0076322	81		COFINS	01	0.00	2060.00	156.56	0.00	0.00
1	8/12/2011	5	0076322	81		COFINS	04	0.00	1040.00	79.04	0.00	0.00
1	8/12/2011	5	0076323	81		ICMS	00	25.00	2580.00	645.00	0.00	0.00
1	8/12/2011	5	0076323	81		IPI	51	0.00	0.00	0.00	0.00	2580.00
1	8/12/2011	5	0076323	81		PIS	01	0.00	2580.00	42.57	0.00	0.00
1	8/12/2011	5	0076323	81		COFINS	01	0.00	2580.00	196.08	0.00	0.00
1	8/12/2011	5	0076324	81		ICMS	00	25.00	624.00	156.00	0.00	0.00
1	8/12/2011	5	0076324	81		IPI	51	0.00	0.00	0.00	0.00	523.00
1	8/12/2011	5	0076324	81		IPI	50	8.00	101.00	8.08	0.00	0.00
1	8/12/2011	5	0076324	81		PIS	01	0.00	624.00	10.30	0.00	0.00
1	8/12/2011	5	0076324	81		COFINS	01	0.00	416.00	31.62	0.00	0.00
1	8/12/2011	5	0076324	81		COFINS	04	0.00	208.00	15.81	0.00	0.00
1	8/12/2011	5	0076325	13		ICMS	00	25.00	5600.00	1400.00	0.00	0.00
1	8/12/2011	5	0076325	13		IPI	51	0.00	0.00	0.00	0.00	5600.00
1	8/12/2011	5	0076325	13		PIS	01	0.00	5600.00	92.40	0.00	0.00
1	8/12/2011	5	0076325	13		COFINS	01	0.00	5600.00	425.60	0.00	0.00
1	8/12/2011	5	0076326	70	6925	ICMS	00	25.00	730.00	182.50	0.00	0.00
1	8/12/2011	5	0076326	70	6925	IPI	51	0.00	0.00	0.00	0.00	730.00
1	8/12/2011	5	0076326	70	6925	PIS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076326	70	6925	COFINS	04	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076326	70	6925	COFINS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076327	70		ICMS	00	25.00	410.00	102.50	0.00	0.00
1	8/12/2011	5	0076327	70		IPI	51	0.00	0.00	0.00	0.00	208.00
1	8/12/2011	5	0076327	70		IPI	50	8.00	202.00	16.16	0.00	0.00
1	8/12/2011	5	0076327	70		PIS	01	0.00	410.00	6.76	0.00	0.00
1	8/12/2011	5	0076327	70		COFINS	01	0.00	202.00	15.35	0.00	0.00
1	8/12/2011	5	0076327	70		COFINS	04	0.00	208.00	15.81	0.00	0.00
1	8/12/2011	5	0076328	70	6925	ICMS	00	25.00	359.62	89.91	0.00	0.00
1	8/12/2011	5	0076328	70	6925	IPI	51	0.00	0.00	0.00	0.00	208.00
1	8/12/2011	5	0076328	70	6925	IPI	50	8.00	140.39	11.23	0.00	0.00
1	8/12/2011	5	0076328	70	6925	PIS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076328	70	6925	COFINS	04	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076328	70	6925	COFINS	06	0.00	0.00	0.00	0.00	0.00
1	8/12/2011	5	0076329	1.43801E+12		ICMS	00	25.00	280.51	70.13	0.00	0.00
1	8/12/2011	5	0076329	1.43801E+12		IPI	51	0.00	0.00	0.00	0.00	187.92
