Data	Natureza	Tipo	NÌvel	CÛdigo Conta	DescriÁ„o	Natureza
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112500000000000	ESTOQUE	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112020000000200	DUPLICATAS A RECEBER	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112120000000200	ADIANTAMENTOS A FORNECEDORES	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112210000000100	ADIANTAMENTOS A EMPREGADOS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112220000000200	ADIANTAMENTOS DIVERSOS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112110000000100	IMPOSTOS A RECUPERAR	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112230000000300	CREDITOS A RECEBER	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112240000000400	SEGUROS A REEMBOLSAR	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112280000000800	IMOVEIS PARA VENDA	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	112080000000800	(-) PROVISçO PARA DEVED DUVIDOSO	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	112070000000700	CHEQUES A DEPOSITAR	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	113010000000100	DESPESAS DO EXERCICIO SEGUINTE	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	113010100000101	CONTAS DE TELEFONE - TELEFONICA	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	113010200000102	CONTAS DE TELEFONE - VIVO	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	113013400000134	PERDAS A APROPRIAR - GRADE	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	113013500000135	PERDAS A APROPRIAR - FOLHA CEGA	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	121010000000100	COMPULSORIO A ELETROBRAS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	121020000000200	IMPOSTOS A RECUPERAR	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	122010000000100	DEPESITO JUDICIAL	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	131500000000000	(-) AJUSTES INVEST  VR MERCADO	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	131040000000400	PARTICIPAAøES EM CONTROLADAS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	131020000000200	PARTICIPAAøES INCENTIVADAS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	131010000000100	PARTICIPACOES OUTRAS EMPRESAS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132900000000000	CONSTR PROPRIEDADE TERCEIROS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132990000000900	(-) AMORTIZAAøES ACUMULADAS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	162090000000900	IMOBILIZADO OPERACIONAL	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	162900000000000	CONSTRUAøES EM PROP. TERCEIROS	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132010000000100	CONSTRUAøES EM ANDAMENTO	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	132210100000101	DIREITOS DE USO DE TELEX	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	132200100000001	DIREITOS DE USO DO TELEFONE	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132090000000900	IMOBILIZADO OPERACIONAL	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132910000000100	PROGRAMAS COMPUTAAçO - SOFTWARE	
5/31/2011	ATIVO	ANALITICA	CAIXA GERAL	132230200000302	REFL. AMURICA DO SUL I - MANUT.	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132020000000200	EQUIPAMENTOS EM FABRICAAçO	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132890000000900	(-)DEPRECIAAøES E AMORTIZAAøES	
5/31/2011	ATIVO	SINTETICA	CAIXA GERAL	132230000000300	REFLORESTAMENTO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211010100000102	FORNECEDORES (TRANSIT PROVISAO)	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211010000000100	FORNECEDORES	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211040000000400	OBRIGAAøES PREVIDENCIARIAS	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000510	ICMS PRESUMIDO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000509	ICMS ATIVO A RECUPERAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000508	ICMS ESTORNO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000507	ICMS ATIVO A RECUPERAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000506	ICMS COMPLEMENTAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000505	ICMS RECUPERAR	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211050000000500	OBRIGAAøES TRIBUTøRIAS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211360000000600	OUTRAS OBRIGAAøES	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211330000000300	ALUGU`IS A PAGAR	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211340000000400	PRøMIOS DE SEGUROS A PAGAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000511	IPI RECUPERAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000512	IPI RECOLHER	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000513	IPI ESTORNO	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211320000000200	COMISSøES A PAGAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000515	ICMS TRANSIT ANTECIP	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000516	ICMS ENT FUT/FAT ANTECIP	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000517	ICMS ENT FUT/FAT ANTECIP	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000518	COFINS RECUPERAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000519	PIS SUBST RECUPERAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000520	COFINS SUBST RECUPERAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000521	PIS ATIVO RECUP	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000522	COFINS ATIVO RECUP	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000523	COFINS ATIVO RECUP	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000524	IPI PROVISAO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000525	PIS FAT ANTECIPADO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000526	COFINS FAT ANTECIPADO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000527	TRANSITORIA DE COMPRAS	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000528	TRANSITORIA DE COMPRAS	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000529	TRANSITORIA FRETE	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000530	ENTRADA CONSIGNACAO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000531	SAIDA CONSIGNACAO	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211310000000100	CR`DITOS DE CLIENTES	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000533	INVENTARIO ENTRADA UNIFI	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000534	INVENTARIO SAIDA UNIFICA	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000535	RECEBIMENTO FISICO UNIFI	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000536	ACERTO MEDIO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000537	ENTREGA FUTURA	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000538	FATUR. ANTECIPADO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000539	ENTRADA BENEFICIAMENTO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000540	SAIDA BENEFICIAMENTO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000541	SAIDA BENEFICIAMENTO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000542	CONTAGEM FISICO UNIF	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000543	ABSORCAO UNIFICADO	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000544	MAO DE OBRA DIRETA UNIFI	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000545	SERVICOS	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000546	PIS RECUPERAR	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000599	IPI PROVISAO (ENT. FUT. E FAT. ANTECIP.)	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000600	TRANSITORIA DE FORNECEDOR (COMPRAS)	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000601	SALDO POR GRUPO DE ESTOQUE	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211055600000556	GRAOS - CC - TRANSACAO CAIXA	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211070000000700	JUROS S/CAPITAL PROPRIO A PAGAR	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211130000000300	BANCOS CONTA ARREND MERCANTIL	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211140000000400	BANCOS CONTA IMOBILIZADOS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	211200000000000	PROVISøES	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000532	DEVOLUCAO DE CLIENTE	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	211050400000514	ICMS SUBS TRIB ANT	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	221500000000000	PROV. IMP. DIF. PASSIVO TEMPORøRIO	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	221200000000000	PROVISøES PARA CONTIGøNCIAS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	221040000000400	OBRIGAAøES PREVIDENCIøRIAS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	221050000000500	OBRIGAAøES TRIBUTøRIAS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	221140000000400	BANCOS CONTA IMOBILIZADOS	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	241000100000001	CAPITAL SOCIAL	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	243000100000001	RESERVA LEGAL	
5/31/2011	PASSIVO	ANALITICA	CAIXA GERAL	243000200000002	RESERVA DE LUCROS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	244050000000500	AJUSTE DE AVALIAAçO PATRIMONIAL	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	244010000000100	LUCROS OU PREJUIZOS ACUMULADOS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	244020000000200	(-) PREJUIZOS ACUMULADOS	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	244030000000300	RESULTADO DIF CM IPC/BTNF 1990	
5/31/2011	PASSIVO	SINTETICA	CAIXA GERAL	244040000000400	RESULTADO DIF CM IPC/BTNF 1989	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	319010100000101	ESTOQUES INICIAIS	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	319010200000102	ESTOQUES FINAIS	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	319019900000199	MATERIAS PRIMAS CONSUMIDAS	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	319020100000201	TRANSITæRIA DA PRODUCAO/GGF	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	319020200000202	TRANSITæRIA MP CONSUMIDA CMV	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321110000000100	SERVIAOS TERCEIROS DIRETO - PF	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321090000000900	SERVIAOS DE TERCEIROS DIRETO-PJ	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321080000000800	HORAS EXTRAS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321070000000700	PARTICIPAAøES RESULT/LUCRO DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321060000000600	INDENIZAAçO DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321050000000500	AVISO PR`VIO DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321040000000400	13ø SALøRIO DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321030000000300	ADICIONAIS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321010000000100	SALøRIOS E ORDENADOS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	321020000000200	F`RIAS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322060000000600	INSS S/SERVIAOS DE TERCEIROS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322010000000100	CONTRIBUIAøES AO INSS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322020000000200	CONTRIBUIAøES AO FGTS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322030000000300	CONTRIBUIAøES A TERCEIROS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322530000000300	CONVøNIO M`DICO DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322570000000700	UNIFORME DE TRABALHO DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322520000000200	CESTA BøSICA DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322550000000500	SEGURO DE VIDA DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322590000000900	CONVøNIO AO SESI	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322510000000100	BOLSAS DE ESTUDOS DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322540000000400	REFEIAøES E LANCHES DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	322560000000600	VALE TRANSPORTE DIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323050000000500	AVISO PR`VIO INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	323070000000700	PARTIC RESULTADO/LUCRO INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323100000000000	COMISSøES INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323090000000900	SERVIAOS DE TERCEIROS INDIRETO - PJ	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323080000000800	HORAS EXTRAS INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	323070100000701	PARTICIPACOES RESULTADO/LUCRO INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323010000000100	SALøRIOS E ORDENADOS INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323020000000200	F`RIAS INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323030000000300	ADICIONAIS INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323040000000400	13ø SALøRIO INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	323060000000600	INDENIZAAøES INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	324010100000101	CONTRIBUIﬁßES AO INSS INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	324020100000201	CONTRIBUIﬁßES AO FGTS INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	324030100000301	CONTRIBUIﬁßES TERCEIROS INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	324060100000601	INSS S/ SERVIﬁOS DE TERCEIROS INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325510100000101	BOLSA DE ESTUDOS INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325520100000201	CESTA BﬂSICA INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325530100000301	CONVUNIO MUDICO INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325540100000401	REFEIﬁßES E LANCHES INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325550100000501	SEGURO DE VIDA INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325560100000601	VALE TRANSPORTE INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325570100000701	UNIFORME DE TRABALHO INDIRETO	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	325590100000901	CONTRIBUIﬁOO AO SESI INDIRETO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413030000000300	COMISSøES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413070000000700	MANUTENAçO DE CONSTRUAøES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413290000000900	MATERIAS PRIMAS AUXILIARES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413080000000800	MANUTENAçO MAQS/EQUIPTOS INDS	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	413050100000502	ENTREGA FUTURA (DESPESA)	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413090000000900	MANUTENAçO DE FERRAMENTAS	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	413040000000400	DESPESAS COM REFEIAçO/HOSPEDAGENS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413100000000000	MANUTENAçO EL`TRICA/HIDRAULICA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413050000000500	ENERGIA EL`TRICA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413110000000100	MANUTENAçO DE VEICULOS	
5/31/2011	RESULTADO	ANALITICA	CAIXA GERAL	413050100000503	FATURAMENTO ANTECIPADO (DESPESA)	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413150000000500	EQUIPTOS DE PROTEAçO INDIVIDUAL	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413060000000600	FERRAMENTAS/UTENSILIOS PEQ VALOR	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413160000000600	MANUTENAçO GABARITOS/DISPOSITIVO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413010000000100	DESPESAS COM ENTREGAS PREPRIAS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	413230000000300	TRANSPORTES E LOCOMOAøES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423550000000500	CATøLOGOS E PROSPECTOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423580000000800	MANUTENAçO DE SOFTWARE	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423610000000100	DESPESAS C/INOVAAçO TECNOLOGICA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423600000000000	DESPESAS C/PESQUISA E DESENVOLVIMENTO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423530000000300	MULTAS CONTRATUAIS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423010000000100	AGUA E ESGOTO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423620000000200	DESPESAS DE ENGENHARIA/PROCESSOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423020000000200	ALUGUEL	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423670000000700	ALUGU`IS DE MARCAS E PATENTES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423040000000400	PROPAGANDA E PUBLICAAøES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423690000000900	DESPESAS C/PROPAG COOPERATIVADA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423060000000600	ASSOCIAAøES DE CLASSE	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423430000000300	PREVENAçO DE INCøNDIO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423590000000900	MANUTENAçO DE HARDWARE	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423420000000200	DESPESAS DE VIAGENS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423080000000800	BRINDES E PRESENTES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423850000000500	APROPRIAAçO DO RATEIO PDI	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423090000000900	SERVIAOS DE TELEFONIA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423870000000700	APROPRIAAçO DO RATEIO ENG PROD PROC ALU	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423100000000000	CONTRIBUIAøES E DOAAøES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423900000000000	APROPRIAAçO DA MOD	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423110000000100	DEPRECIAAøES E AMORTIZAAøES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423070000000700	PRODUTOS BONIFICADOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423120000000200	ASSINATURA DE JORNAIS E REVISTAS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423340000000400	MATERIAIS DE CONSUMO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423130000000300	DEPRECIAAøES/AMORTIZAAøES PF/IMP	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423320000000200	PERDAS NO PROCESSO INDL/SUCATAS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423140000000400	DESPESAS INDEDUTIVEIS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423300000000000	MEDICAMENTOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423150000000500	DESPESAS DE CARTERIO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423280000000800	DESPESAS C/MATERIAIS ESCRITERIO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423160000000600	MATERIAIS P/ASSISTøNCIA T`CNICA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423260000000600	MATERIAIS DE TESTE	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423560000000600	SERVIAOS M`DICOS/EXAMES LABORAT	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423250000000500	MATERIAIS DE HIGIENE E LIMPEZA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423180000000800	SERVIAOS DE CORREIOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423230000000300	DESPESAS JUDICIAIS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423190000000900	DESPESAS SOCIAIS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423200000000000	FEIRAS E EXPOSIAøES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423210000000100	DESPESAS DE ENTREGAS POR TERCEIROS-PJ	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423350000000500	PRøMIOS DE SEGUROS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423500000000000	CONTA ACERTO ENTRADA INVENTøRIO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423470000000700	DESPESAS COM PROTETIPOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423650000000500	DESP PR`-OPERACIONAL/INDUSTRIAL	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423450000000500	INDENIZAAøES A TERCEIROS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423240000000400	MANUTENAçO DE MEVEIS/UTENSILIOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423700000000000	RATEIO PARA O CENTRO DE CUSTO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423800000000000	APROPRIAAçO DO RATEIO DO CC 99070402	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423170000000700	DEPREC/AMORTIZ-ARREND MERCANTIL	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423830000000300	APROPRIAAçO DO RATEIO ENG INDL	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423270000000700	DESPESAS DE ENTREGAS TERCEIROS - PF	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423400000000000	CURSOS E PALESTRAS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423290000000900	DESPESAS COM EXPOSITORES	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423880000000800	APROPRIAAçO DOS CC PARA OS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423330000000300	PRO-LABORE	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423310000000100	PERDAS POR OBSOLøSCENCIAS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	423380000000800	DESPESAS ASSESSORIA/CONSULTORIA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424100000000000	PIS SOBRE OUTRAS RECEITAS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424110000000100	COFINS SOBRE OUTRAS RECEITAS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424090000000900	TAXAS E EMOLUMENTOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424080000000800	MULTA DE TRøNSITO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424060000000600	IOF	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424050000000500	IPVA	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424070000000700	MULTAS FISCAIS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424040000000400	IMPOSTO PREDIAL	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424010000000100	CONTRIBUIAçO SINDICAL	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424030000000300	DESPESAS COM IPI	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	424020000000200	DESPESAS COM ICMS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	425040000000400	CM INDEDUTIVEL SOBRE IMPOSTOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	425130000000300	JUROS SOBRE CAPITAL PROPRIO	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	425050000000500	DESCONTOS CONCEDIDOS	
5/31/2011	RESULTADO	SINTETICA	CAIXA GERAL	425120000000200	CR`DITOS INCOBRøVEIS	
