Estabelecimento	Série	Nota Fiscal	Emitente	Nat. Operação	Data NF	Sequência	Item	Descrição	Valor Total	Conta Contábil	Centro de Custo	Quantidade	Unidade Medida	Origem	Código Serviço	Registro de Exportação	Tipo de Serviço
1	11	0290853	1	699sta	8/15/2011	2	40t	ITEM CONTROLE TOTAL	55.00			3.00	KG	1			
1	11	0290854	1	699sta	8/15/2011	1	40f	ITEM CONTROLE F?SICO	150.34			4.00	KG	0			
1	1	0000896	13	211STO	8/16/2011	1	.DANF-e	.DANF-e	3000.00	112510100000101		100.00	KG	0			
1	1	0001353	12704	111eff	8/16/2011	1	.compras.fisico	.Compras Controle Fisico - Projeto 87	100.00	413050100000502	010701010000101	20.00	pc	1			
1	1	0001355	12704	111eff	8/16/2011	1	.comprasDD	.Compras DEbito Direto - Projeto 87	110.00	413050100000502	010701010000101	22.00	pc	1			
1	1	0001357	12704	111faf	8/16/2011	1	.compras.fisico	.Compras Controle Fisico - Projeto 87	125.00	413050100000503	010701010000101	25.00	pc	1			
1	1	0001359	12704	111faf	8/16/2011	1	.comprasDD	.Compras DEbito Direto - Projeto 87	155.00	413050100000503	010701010000101	31.00	pc	1			
1	1	0160801	12704	111faf	8/16/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	1	0160810	12704	111far	8/16/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	PC	1			
1	un	0160811	12704	111eff	8/16/2011	1	.compras	.Compras - Projeto 87	320.62	413050100000502	010701010000101	25.00	PC	1			
1	un	0160811	12704	111efr	8/16/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	25.00	pc	1			
1	graos	0000043	90000035	210201	8/17/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	53185.45	112510100000101	660004010000004	88650.00	KG	0			
1	graos	0000044	90000035	210201	8/17/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	53185.45	112510100000101	660004010000004	88650.00	KG	0			
1	graos	0000045	90000035	210201	8/17/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	13618.84	112510100000101	660004010000004	22700.00	KG	0			
1	graos	0000045	90000035	210201	8/17/2011	2	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	45091.00	112510100000101	660004010000004	67300.00	KG	0			
1	graos	0000046	90000035	210201	8/17/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	13618.84	112510100000101	660004010000004	22700.00	KG	0			
1	graos	0000123	90000035	210202	8/17/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	60300.00	112510100000101	660004010000004	90000.00	KG	0			
1	graos	0000345	90000035	210202	8/17/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	60300.00	112510100000101	660004010000004	90000.00	KG	0			
1	1	0001362	12704	111faf	8/17/2011	1	.compras	.Compras - Projeto 87	275.00	413050100000503	010701010000101	55.00	PC	1			
1	1	0001363	12704	111far	8/17/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	55.00	PC	1			
1	1	0001364	12704	111FAF	8/17/2011	1	.compras	.Compras - Projeto 87	272.00	413050100000503	010701010000101	68.00	PC	1			
1	1	0001365	12704	111eff	8/17/2011	1	.compras	.Compras - Projeto 87	300.00	413050100000502	010701010000101	75.00	pc	1			
1	1	0001370	12704	111faf	8/17/2011	1	.compras	.Compras - Projeto 87	360.00	413050100000503	010701010000101	90.00	PC	1			
1	1	0001374	12704	111eff	8/17/2011	1	.compras	.Compras - Projeto 87	160.00	413050100000502	010701010000101	40.00	PC	1			
1	1	0001375	12704	111efr	8/17/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	40.00	pc	1			
1	un	0001802	1	211mri	8/17/2011	1	13d	ITEM D¿BITO DIRETO	5000.00	112211400000114	010702050000205	1.00	pc	1			
1	un	0001803	1	211mri	8/17/2011	1	13d	ITEM D¿BITO DIRETO	1000.00	112211400000114	010702050000205	1.00	pc	1			
1	graos	0008765	90000035	210202	8/17/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	60300.00	112510100000101	660004010000004	90000.00	KG	0			
1	un	0160810	14	3111	8/17/2011	1	abjc-100	ALAVANCA COM BOTAO MONTADO	272.58	132020100000201		13.00	pc	1			
1	1	0170801	90000033	210202	8/17/2011	1	TRIGO	TRIGO A GRANEL - ORIGINACAO DE GRAOS	13500.00	112510100000101	660004010000004	30000.00	KG	0			
1	1	1708100	12704	111faf	8/17/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	10.00	PC	1			
1	1	1708101	12704	111far	8/17/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	10.00	PC	1			
1	1	0001377	12704	11fafr	8/18/2011	1	.compras	.Compras - Projeto 87	0.00	413050100000503	010701010000101	70.00	pc	1			
1	1	0001378	12704	111far	8/18/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	70.00	pc	1			
1	un	0007458	1	211mri	8/18/2011	1	13d	ITEM D¿BITO DIRETO	7800.00	112210600000106	010702040000204	1.00	pc	1			
1	un	0150811	14	3111-r	8/18/2011	1	abjc-100	ALAVANCA COM BOTAO MONTADO	21.14	113015800000158	010702100000210	0.00	pc	1			
1	un	0150815	14	3111	8/18/2011	1	abjc-100	ALAVANCA COM BOTAO MONTADO	554.14	113015800000158	010702100000210	35.00	pc	1			
1	un	0180811	12704	199ret	8/18/2011	1	.COMPRAS	.Compras - Projeto 87	250.00	112510100000101	010701020000102	5.00	pc	1			
1	1	0201701	13	2staou	8/18/2011	1	40t	ITEM CONTROLE TOTAL	1300.00	112510100000101		13.00	KG	1			
1	1	0201701	13	2staou	8/18/2011	2	.danfe	.DANF-e-.DANF-e-.DANF-e-.DANF-e.DANF-e-.DANF-e-.DANF-e-.DAN.	203.70	112510100000101		3.00	KG	0			
1	1	0201701	13	2staou	8/18/2011	3	DD	Material D.Direto - TRIBUTADO	150.00	413290100000901	010701010000101	5.00	pc	0			
1	1	0201703	13	2staou	8/18/2011	1	40f	ITEM CONTROLE F?SICO	260.00	112510100000101		10.00	KG	0			
1	1	0201703	13	2staou	8/18/2011	2	.DANFE-TamanhoCP	.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DANFE-OUTROS/.DAN	600.00	112510100000101		6.00	pc	0			
1	1	0001379	12704	111faf	8/19/2011	1	.compras	.Compras - Projeto 87	120.00	413050100000503	010701010000101	30.00	PC	1			
1	5	0076500	70	6123	8/19/2011	1	13c	ITEM CONTROLE CONSIGNADO	25000.00	511110100000101	010701010000101	1.00	KG	1			
1	5	0076501	70	611eff	8/19/2011	1	13t	ITEM CONTROLE TOTAL	8737197.00	112110500000105	010701010000101	300.00	KG	1			
1	5	0076502	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076503	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076504	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702030000203	100.00	KG	1			
1	5	0076505	13	611-IE	8/19/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	64472.50	112110500000105	010701010000101	1258.00	KG	0			
1	5	0076506	70	611eff	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	112110500000105	010701010000101	100.00	KG	1			
1	5	0076507	70	611eff	8/19/2011	1	13t	ITEM CONTROLE TOTAL	8737197.00	112110500000105	010701010000101	300.00	KG	1			
1	5	0076508	70	611eff	8/19/2011	1	13t	ITEM CONTROLE TOTAL	8737197.00	112110500000105	010701010000101	300.00	KG	1			
1	5	0076509	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076510	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076511	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076512	70	6123	8/19/2011	1	13T	ITEM CONTROLE TOTAL	12.00	511110100000101	010701010000101	1.00	KG	1			
1	5	0076513	13	611-IE	8/19/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	8300.00	112110500000105	010701010000101	10000.00	KG	0			
1	5	0076514	70	611eff	8/19/2011	1	13t	ITEM CONTROLE TOTAL	5824798.00	112110500000105	010701010000101	200.00	KG	1			
1	5	0076514	70	611eff	8/19/2011	2	13t	ITEM CONTROLE TOTAL	8737197.00	112110500000105	010701010000101	300.00	KG	1			
1	5	0076515	14	7111	8/19/2011	1	ABJC-100	ALAVANCA COM BOTAO MONTADO	237.60	112110500000105	010701010000101	5.00	pc	1			
1	5	0076516	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076516	70	699efr	8/19/2011	2	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076517	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	1456199.50	511110100000101	010702010000201	50.00	KG	1			
1	5	0076517	70	699efr	8/19/2011	2	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076518	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	1456199.50	511110100000101	010702010000201	50.00	KG	1			
1	5	0076518	70	699efr	8/19/2011	2	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076519	70	611eff	8/19/2011	1	13t	ITEM CONTROLE TOTAL	5824798.00	112110500000105	010701010000101	200.00	KG	1			
1	5	0076519	70	611eff	8/19/2011	2	13t	ITEM CONTROLE TOTAL	8737197.00	112110500000105	010701010000101	300.00	KG	1			
1	5	0076520	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076520	70	699efr	8/19/2011	2	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702030000203	100.00	KG	1			
1	5	0076521	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	1456199.50	511110100000101	010702010000201	50.00	KG	1			
1	5	0076521	70	699efr	8/19/2011	2	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	5	0076522	70	699efr	8/19/2011	1	13t	ITEM CONTROLE TOTAL	1456199.50	511110100000101	010702010000201	50.00	KG	1			
1	5	0076522	70	699efr	8/19/2011	2	13t	ITEM CONTROLE TOTAL	2912399.00	511110100000101	010702010000201	100.00	KG	1			
1	un	0190811	12704	111rat	8/19/2011	1	.compras	.Compras - Projeto 87	165.98	211050400000601	010702080000208	0.00	PC	1			
1	un	0190811	12704	111rat	8/19/2011	2	.compras	.Compras - Projeto 87	414.93	211050400000601	010702080000208	0.00	PC	1			
1	un	0190811	12704	111rat	8/19/2011	3	.compras	.Compras - Projeto 87	414.94	211050400000601	010702080000208	0.00	PC	1			
1	un	0190811	12704	111rat	8/19/2011	4	.compras	.Compras - Projeto 87	4.15	211050400000601	010702080000208	0.00	PC	1			
1	un	1908100	12704	111faf	8/19/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	un	1908101	12704	111far	8/19/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	PC	1			
1	un	1908150	12704	111faf	8/19/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	un	1908151	12704	111far	8/19/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	PC	1			
1	5	0071101	13	610110	8/20/2011	1	40t	ITEM CONTROLE TOTAL	1000.00	511110100000101	010702010000201	1.00	KG	1			
1	5	0071104	13	611sc	8/20/2011	1	13t	ITEM CONTROLE TOTAL	2000.00	511110100000101	010702010000201	2.00	KG	1			
1	5	0071104	13	611sc	8/20/2011	2	40f	ITEM CONTROLE F?SICO	600.00	511110100000101	010702030000203	1.00	KG	0			
1	5	0071104	13	611sc	8/20/2011	3	.compras	.Compras - Projeto 87	690.00	511110100000101	010702010000201	3.00	pc	1			
1	5	0071105	13	611sc	8/20/2011	1	13t	ITEM CONTROLE TOTAL	28.45	511110100000101	010702030000203	1.00	KG	1			
1	5	0071105	13	611sc	8/20/2011	2	.compras.fisico	.Compras Controle Fisico - Projeto 87	600.00	511110100000101	010702030000203	2.00	pc	1			
1	5	1032014	18	51107	8/20/2011	1	.comprasDD	.Compras DEbito Direto - Projeto 87	5000.00	511110100000101	010702010000201	4.00	pc	0			
1	5	20161101	13	611jec	8/20/2011	1	40f	ITEM CONTROLE F?SICO	10000.00	511110100000101	010702010000201	1.00	KG	0			
1	5	20161102	57	611jec	8/20/2011	1	.compras	.Compras - Projeto 87	1000.00	511110100000101	010702030000203	2.00	pc	1			
1	5	7032014	13	621ser	8/20/2011	1	DD	Material D.Direto - TRIBUTADO	4500.00	511110100000101	010702030000203	1.00	pc	0			
1	5	8032014	13	6102	8/20/2011	1	.compras	.Compras - Projeto 87	4000.00			1.00	pc	1			
1	5	8032014	13	6102	8/20/2011	2	13t	ITEM CONTROLE TOTAL	1000.00	511110100000101	010702010000201	1.00	KG	1			
1	5	9032014	18	51102	8/20/2011	1	13d	ITEM D¿BITO DIRETO	1000.00	511110100000101	010702030000203	1.00	pc	1			
1	5	9032014	18	51102	8/20/2011	2	.compras	.Compras - Projeto 87	200.00	511110100000101	010702010000201	3.00	pc	1			
1	1	0001383	12704	111faf	8/22/2011	1	.compras.lote	.Compras Controle Lote - Projeto 87	80.00	413050100000503	010701010000101	20.00	pc	1			
1	1	0001386	12704	111eff	8/22/2011	1	.compras	.Compras - Projeto 87	332.50	413050100000502	010701010000101	95.00	PC	1			
1	1	0001388	12704	111eff	8/22/2011	1	.compras	.Compras - Projeto 87	240.00	413050100000502	010701010000101	60.00	PC	1			
1	1	0001389	12704	111efr	8/22/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	60.00	pc	1			
1	1	0001390	12704	111faf	8/22/2011	1	.compras	.Compras - Projeto 87	138.60	413050100000503	010701010000101	33.00	PC	1			
1	1	0001390	12704	111faf	8/22/2011	2	.compras.lote	.Compras Controle Lote - Projeto 87	192.00	413050100000503	010701010000101	48.00	pc	1			
1	1	0001390	12704	111faf	8/22/2011	3	.comprasreferEnc	.Compras Contole por ReferEncia - Projeto 87	175.00	413050100000503	010701010000101	35.00	pc	1			
1	1	0001391	12704	111far	8/22/2011	1	.compras.lote	.Compras Controle Lote - Projeto 87	0.00	211050400000601	010702080000208	48.00	pc	1			
1	1	0001391	12704	111far	8/22/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	33.00	PC	1			
1	1	0001391	12704	111far	8/22/2011	3	.comprasreferEnc	.Compras Contole por ReferEncia - Projeto 87	0.00	211050400000601	010702080000208	35.00	pc	1			
1	un	0220811	1	11111	8/22/2011	1	aaa	teste	20000.00	112500100000001	990801010000101	40.00	cx	1			
1	un	0220811	1	11111	8/22/2011	2	aaa	teste	5000.00	112500100000001	990801010000101	10.00	ct	1			
1	un	0220811	12704	11111	8/22/2011	1	.compras	.Compras - Projeto 87	10.00	132020100000201		10.00	PC	1			
1	1	2202100	12704	111faf	8/22/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	un	2208100	12704	111eff	8/22/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000502	010701010000101	100.00	PC	1			
1	un	2208150	12704	111eff	8/22/2011	1	.compras	.Compras - Projeto 87	10000.00	413050100000502	010701010000101	100.00	PC	1			
1	un	2208151	12704	111efr	8/22/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	pc	1			
1	1	2208200	12704	111far	8/22/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	PC	1			
1	un	2208200	12704	111EFR	8/22/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	pc	1			
1	un	6220911	12704	11111	8/22/2011	1	.compras	.Compras - Projeto 87	100.00	112210600000106	010702040000204	50.00	PC	1			
1	un	6220911	12704	11111	8/22/2011	2	.compras	.Compras - Projeto 87	600.00	112210600000106	010702020000202	200.00	PC	1			
1	1	0000600	4	211DEV	8/23/2011	1	.compras	.Compras - Projeto 87	300.00	211050400000601	010702080000208	1.00	pc	1			
1	1	0000600	4	211DEV	8/23/2011	2	40f	ITEM CONTROLE F?SICO	400.00	112510100000101		2.00	KG	0			
1	1	0001391	12704	111faf	8/23/2011	1	.compras	.Compras - Projeto 87	60.00	413050100000503	010701010000101	15.00	PC	1			
1	1	0001391	12704	111faf	8/23/2011	2	.compras	.Compras - Projeto 87	100.00	413050100000503	010701010000101	20.00	pc	1			
1	1	0001391	12704	111faf	8/23/2011	3	.compras	.Compras - Projeto 87	150.00	413050100000503	010701010000101	25.00	pc	1			
1	1	0001392	12704	111far	8/23/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	15.00	PC	1			
1	1	0001392	12704	111far	8/23/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	20.00	pc	1			
1	1	0001392	12704	111far	8/23/2011	3	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	25.00	pc	1			
1	1	0001394	12704	111faf	8/23/2011	1	.compras	.Compras - Projeto 87	80.00	413050100000503	010701010000101	16.00	PC	1			
1	1	0001394	12704	111faf	8/23/2011	2	.compras	.Compras - Projeto 87	68.00	413050100000503	010701010000101	17.00	pc	1			
1	1	0001394	12704	111faf	8/23/2011	3	.compras	.Compras - Projeto 87	54.00	413050100000503	010701010000101	18.00	PC	1			
1	1	0001396	12704	111faf	8/23/2011	1	.compras	.Compras - Projeto 87	100.00	413050100000503	010701010000101	20.00	PC	1			
1	1	0001396	12704	111faf	8/23/2011	2	.compras	.Compras - Projeto 87	100.00	413050100000503	010701010000101	20.00	pc	1			
1	1	0001397	12704	111far	8/23/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	20.00	PC	1			
1	1	0001397	12704	111far	8/23/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	20.00	pc	1			
1	1	0001399	12704	111faf	8/23/2011	1	.compras	.Compras - Projeto 87	50.00	413050100000503	010701010000101	10.00	PC	1			
1	1	0001399	12704	111faf	8/23/2011	2	.compras	.Compras - Projeto 87	90.00	413050100000503	010701010000101	15.00	pc	1			
1	1	0001400	12704	111far	8/23/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	10.00	PC	1			
1	1	0001400	12704	111far	8/23/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	15.00	pc	1			
1	1	0003456	90000033	210202	8/23/2011	1	MILHO	MILHO EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	10175.00	112510100000101	660004010000004	30000.00	KG	0			
1	1	0003457	90000033	210206	8/23/2011	1	MILHO	MILHO EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	3289.92	112510100000101	660004010000004	9700.00	KG	0			
1	1	0003458	90000033	210202	8/23/2011	1	MILHO	MILHO EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	20451.75	112510100000101	660004010000004	60300.00	KG	0			
1	1	0003459	90000033	210202	8/23/2011	1	MILHO	MILHO EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	27133.33	112510100000101	660004010000004	80000.00	KG	0			
1	1	0003460	90000033	210206	8/23/2011	1	MILHO	MILHO EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	3391.67	112510100000101	660004010000004	10000.00	KG	0			
1	1	0003461	90000033	210206	8/23/2011	1	MILHO	MILHO EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	3391.67	112510100000101	660004010000004	10000.00	KG	0			
1	1	0201701	1	2staou	8/23/2011	1	40f	ITEM CONTROLE F?SICO	600.00	112510100000101		2.00	KG	0			
1	1	0201701	1	2staou	8/23/2011	2	13f	ITEM CONTROLE TOTAL	156.00	112510100000101	010701010000101	2.00	KG	1			
1	1	0201704	13	21stou	8/23/2011	1	.compras	.Compras - Projeto 87	600.00	211050400000601	010702080000208	2.00	pc	1			
1	1	0201704	13	21stou	8/23/2011	2	40f	ITEM CONTROLE F?SICO	2000.00	112510100000101		2.00	KG	0			
1	un	0230811	12704	111agr	8/23/2011	1	.compras	.Compras - Projeto 87	50.00	112210600000106	010702020000202	10.00	PC	1			
1	un	0230811	12704	111eff	8/23/2011	2	.compras	.Compras - Projeto 87	1.00	413050100000502	010701010000101	1.00	PC	1			
1	1	0001401	12704	111faf	8/24/2011	1	.compras	.Compras - Projeto 87	60.00	413050100000503	010701010000101	15.00	PC	1			
1	1	0001401	12704	111faf	8/24/2011	2	.compras	.Compras - Projeto 87	100.00	413050100000503	010701010000101	20.00	pc	1			
1	1	0001401	12704	111faf	8/24/2011	3	.compras	.Compras - Projeto 87	150.00	413050100000503	010701010000101	25.00	pc	1			
1	1	0001402	12704	111far	8/24/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	15.00	PC	1			
1	1	0001402	12704	111far	8/24/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	20.00	pc	1			
1	1	0001402	12704	111far	8/24/2011	3	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	25.00	pc	1			
1	1	0001403	12704	111faf	8/24/2011	1	.compras	.Compras - Projeto 87	300.00	413050100000503	010701010000101	50.00	PC	1			
1	1	0001405	12704	111eff	8/24/2011	1	.compras	.Compras - Projeto 87	240.00	413050100000502	010701010000101	40.00	PC	1			
1	1	0001406	12704	111efr	8/24/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	40.00	pc	1			
1	1	0001407	12704	111efr	8/24/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	2.00	pc	1			
1	un	0240811	12704	19401	8/24/2011	1	.COMPRAS	.Compras - Projeto 87	247.00	211050400000601	010702080000208	50.00	pc	1			
1	un	0240811	12704	19402	8/24/2011	2	DD	Material D.Direto - TRIBUTADO	500.00	211050400000530	010702090000209	1.00	pc	0			
1	un	1234567	12704	11111	8/24/2011	1	.compras	.Compras - Projeto 87	100.00	211050400000601	010702080000208	10.00	PC	1			
1	un	2408111	12704	111eff	8/24/2011	1	.compras	.Compras - Projeto 87	100.00	413050100000502	010701010000101	10.00	PC	1			
1	1	0000601	1	211DEV	8/25/2011	1	DD	Material D.Direto - TRIBUTADO	916.70	413290100000901	010701010000101	1.00	pc	0			
1	1	0000601	1	211DEV	8/25/2011	2	13d	ITEM D¿BITO DIRETO	110.00	112211400000114		2.00	pc	1			
1	1	0001412	12704	11111	8/25/2011	1	.compras	.Compras - Projeto 87	1000.00	211050400000601	010702080000208	100.00	PC	1			
1	1	0001413	12704	111faf	8/25/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	1	0001414	12704	111FAR	8/25/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	20.00	pc	1			
1	1	0001415	12704	111faf	8/25/2011	1	.compras	.Compras - Projeto 87	100.00	413050100000503	010701010000101	10.00	PC	1			
1	un	0025081	1	111a	8/25/2011	1	1122	Item 1122	15097.45	112110500000105	660001010000001	1234.00	pc	0			
1	un	0160815	1	3111-r	8/25/2011	1	abjc-100	ALAVANCA COM BOTAO MONTADO	11.92	112500100000001	990801020000102	0.00	pc	1			
1	un	2508001	12704	111eff	8/25/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000502	010701010000101	100.00	PC	1			
1	1	0001148	1	1352	8/26/2011	1	40t	ITEM CONTROLE TOTAL	100.00	511110100000101	010702010000201	10.00	KG	1			
1	1	0001153	1	1352	8/26/2011	1	40t	ITEM CONTROLE TOTAL	200.00	511110100000101	010702010000201	5.00	KG	1			
1	1	0001417	12704	111faf	8/26/2011	1	.compras	.Compras - Projeto 87	80.00	413050100000503	010701010000101	8.00	PC	1			
1	1	0001418	12704	111FAF	8/26/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	1	0001419	12704	111far	8/26/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	PC	1			
1	1	0001420	12704	111eff	8/26/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000502	010701010000101	100.00	PC	1			
1	1	0001421	12704	111efr	8/26/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	100.00	pc	1			
1	1	0001432	12704	11111	8/26/2011	1	.comprasDD	.Compras DEbito Direto - Projeto 87	1111.00	311311311315113	010702030000203	1.00	pc	1			
1	1	0001600	12704	111faf	8/29/2011	1	.compras	.Compras - Projeto 87	90.00	413050100000503	010701010000101	15.00	pc	1			
1	1	0001600	12704	111faf	8/29/2011	2	.compras	.Compras - Projeto 87	50.00	413050100000503	010701010000101	10.00	PC	1			
1	1	0001601	12704	111far	8/29/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	15.00	pc	1			
1	1	0001601	12704	111far	8/29/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	10.00	PC	1			
1	un	0000547	1	111a	8/30/2011	1	1122	Item 1122	1221.00	112110500000105		111.00	pc	0			
1	1	0001603	12704	11111	8/30/2011	1	ac-007	DESLIZANTE SUP ROD POLIETILENO AD	150.00	112500100000001	010702020000202	15.00	pc	1			
1	1	0001603	12704	11111	8/30/2011	2	aaa	teste	120.00	112110700000107		12.00	pc	1			
1	1	0001603	12704	11111	8/30/2011	3	ac-007	DESLIZANTE SUP ROD POLIETILENO AD	100.00	112500100000001	010702020000202	10.00	pc	1			
1	graos	0002345	90000035	210204	8/30/2011	1	SOJA	SOJA EM GRAOS A GRANEL - ORIGINACAO DE GRAOS	22102.38	112510100000101	660004010000004	0.00	KG	0			
1	un	0003008	1	111faf	8/30/2011	1	.compras	.Compras - Projeto 87	10.00	413050100000503	010701010000101	10.00	pc	1			
1	un	0003008	1	111far	8/30/2011	2	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	10.00	pc	1			
1	un	0030082	1	111a	8/30/2011	1	7700	7700	84700.00	112510100000101	010701010000101	7700.00	pc	0			
1	un	0030087	1	111faf	8/30/2011	1	.compras	.Compras - Projeto 87	1.00	413050100000503	010701010000101	10.00	pc	1			
1	un	0300811	12704	11111	8/30/2011	1	.compras	.Compras - Projeto 87	10.00	211050400000601	010702080000208	10.00	PC	1			
1	un	9300811	12704	11111	8/30/2011	1	.compras	.Compras - Projeto 87	50.00	211050400000601	010702080000208	10.00	PC	1			
1	1	0001444	12704	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	1	0001445	12704	111far	8/31/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	20.00	PC	1			
1	1	0001446	12704	111faf	8/31/2011	1	.compras	.Compras - Projeto 87	1000.00	413050100000503	010701010000101	100.00	PC	1			
1	1	0001447	12704	111far	8/31/2011	1	.compras	.Compras - Projeto 87	0.00	211050400000601	010702080000208	20.00	PC	1			
