0075233         -5     -    10259             548,51              518,63              518,63                8,56               39,41
0075235         -5     -     1448           4.785,05            4.524,43            4.524,43               74,65              343,86
0075236         -5     -     1327             216,61              204,82              204,82                3,38               15,56
0075237         -5     -     1327           1.111,64            1.051,10            1.051,10               17,34               79,88
0075239         -5     -    16577           1.525,22            1.442,15            1.442,15               23,80              109,60
0075256         -5     -    11972           2.137,43            2.021,03            2.021,03               33,34              153,59
0075268         -5     -    12826           1.364,41            1.290,10            1.290,10               21,28               98,05
0075269         -5     -     9463           1.837,34            1.737,27            1.737,27               28,66              132,03
0075272         -5     -    12979             922,14              871,92              871,92               14,38               66,27
0075280         -5     -    12981             651,31              615,84              615,84               10,16               46,80
0075283         -5     -     9683          18.666,75           17.650,08           17.650,08              291,22            1.341,40
0075285         -5     -    12987           5.026,99            4.753,21            4.753,21               78,43              361,25
0075287         -5     -    16649           5.051,32            4.776,20            4.776,20               78,80              363,00
0075289         -5     -    12995           3.157,32            2.985,37            2.985,37               49,26              226,89
0075290         -5     -    12995           4.602,41            4.351,73            4.351,73               71,81              330,73
0075291         -5     -    12995           3.003,83            2.840,24            2.840,24               46,87              215,86
0075292         -5     -    12995          20.035,07           18.943,90           18.943,90              312,58            1.439,75
0075299         -5     -    12995           6.149,19            5.814,29            5.814,29               95,93              441,89
0075300         -5     -    12995           1.919,75            1.815,19            1.815,19               29,96              137,95
0075305         -5     -    12435           1.297,45            1.226,78            1.226,78               20,24               93,23
0075308         -5     -    12172           1.223,01            1.156,40            1.156,40               19,08               87,88
0075310         -5     -     9540             840,08              794,33              794,33               13,11               60,37
0075344         -5     -     1423             608,00              574,89              574,89                9,49               43,69
0075349         -5     -    18215             607,42              574,34              574,34                9,48               43,65
0075355         -5     -    17948           1.805,32            1.707,00            1.707,00               28,17              129,73
0075359         -5     -    18260             904,67              855,40              855,40               14,11               65,01
0075365         -5     -    17403           2.071,74            1.958,90            1.958,90               32,32              148,88
0075366         -5     -     9813             649,60              614,22              614,22               10,13               46,68
0075369         -5     -     9709          10.472,57            9.902,20            9.902,20              163,38              752,58
0075370         -5     -    11450             901,08              852,00              852,00               14,06               64,75
0075373         -5     -    13784             105,72               99,96               99,96                1,65                7,60
0075375         -5     -    10142             230,15              217,61              217,61                3,59               16,54
0075379         -5     -    11622             321,19              303,69              303,69                5,01               23,08
0075380         -5     -    11622             321,19              303,69              303,69                5,01               23,08
0075381         -5     -    11622             327,75              309,90              309,90                5,11               23,55
0075385         -5     -    11622           5.200,60            4.917,37            4.917,37               81,14              373,71
0075386         -5     -    11622             800,25              756,67              756,67               12,49               57,51
0075388         -5     -    11622             784,25              741,54              741,54               12,24               56,36
0075399         -5     -      121           2.405,83            2.274,80            2.274,80               37,53              172,88
0075404         -5     -    11495           1.013,15              957,97              957,97               15,81               72,81
0075405         -5     -    11495           4.243,95            4.012,80            4.012,80               66,21              304,97
0075408         -5     -    14659           3.402,86            3.217,54            3.217,54               53,09              244,53
0075409         -5     -    14895           5.659,01            5.350,81            5.350,81               88,29              406,65
0075410         -5     -    14895           1.942,99            1.837,16            1.837,16               30,31              139,62
0075413         -5     -     1376           4.326,95            4.091,29            4.091,29               67,51              310,94
0075414         -5     -     2498          10.311,46            9.749,86            9.749,86              160,87              740,99
0075416         -5     -     9179           5.279,06            4.991,54            4.991,54               82,35              379,35
0075421         -5     -    15662           2.622,12            2.479,32            2.479,32               40,91              188,43
0075424         -5     -    17518           2.051,44            1.939,72            1.939,72               32,01              147,42
0075426         -5     -    11171           6.711,74            6.346,19            6.346,19              104,72              482,31
0075428         -5     -     9793           7.127,76            6.739,56            6.739,56              111,21              512,20
0075442         -5     -    12783           2.290,00            2.165,28            2.165,28               35,72              164,56
0075443         -5     -    12783           1.269,25            1.200,12            1.200,12               19,80               91,21
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     19


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075444         -5     -    12783           1.254,95            1.186,60            1.186,60               19,58               90,18
0075445         -5     -    12783             761,55              720,07              720,07               11,88               54,73
0075446         -5     -    12783           1.596,39            1.509,45            1.509,45               24,91              114,72
0075447         -5     -    12783             364,68              344,82              344,82                5,69               26,21
0075450         -5     -    12783             777,66              735,30              735,30               12,13               55,88
0075455         -5     -    12783         101.429,68           95.905,52           95.905,52            1.582,46            7.288,82
0075456         -5     -    13083          10.780,89           10.193,73           10.193,73              168,19              774,71
0075519         -5     -     8362           1.023,13              967,40              967,40               15,96               73,52
0075525         -5     -    18310           5.219,07            4.934,83            4.934,83               81,43              375,04
0075527         -5     -    12419           4.745,90            4.487,43            4.487,43               74,04              341,04
0075529         -5     -    18466             314,44              297,32              297,32                4,91               22,60
0075535         -5     -      121           2.471,33            2.336,73            2.336,73               38,55              177,59
0075538         -5     -    14895           2.395,16            2.264,72            2.264,72               37,36              172,12
0075541         -5     -     5972           1.042,15              985,39              985,39               16,26               74,89
0075544         -5     -    14802           2.061,85            1.949,56            1.949,56               32,18              148,16
0075545         -5     -    18447             805,01              761,17              761,17               12,56               57,85
0075547         -5     -    11972           1.310,03            1.238,68            1.238,68               20,44               94,14
0075548         -5     -    11495          16.337,00           15.447,24           15.447,24              254,88            1.173,99
0075573         -5     -    12783          84.954,69           80.327,78           80.327,78            1.325,38            6.104,90
0075574         -5     -    12783          84.594,44           79.987,14           79.987,14            1.319,80            6.079,02
0075575         -5     -    12287           1.609,04            1.521,40            1.521,40               25,10              115,63
0075576         -5     -    12287             965,42              912,84              912,84               15,07               69,38
0075578         -5     -    12287             764,77              723,12              723,12               11,93               54,96
0075580         -5     -    19105             754,11              713,04              713,04               11,77               54,19
0075581         -5     -    19105             215,18              203,46              203,46                3,36               15,47
0075582         -5     -    19105           1.128,25            1.066,81            1.066,81               17,60               81,08
0075583         -5     -    19105           6.866,44            6.492,48            6.492,48              107,13              493,43
0075584         -5     -    19105             162,85              153,98              153,98                2,54               11,70
0075585         -5     -    19105             195,78              185,12              185,12                3,05               14,07
0075586         -5     -    19105             334,42              316,21              316,21                5,21               24,03
0075590         -5     -    19105             318,89              301,52              301,52                4,96               22,92
0075593         -5     -    12645             669,78              633,30              633,30               10,45               48,13
0075594         -5     -    12645           1.185,44            1.120,88            1.120,88               18,49               85,19
0075596         -5     -    12645           8.461,87            8.001,02            8.001,02              132,03              608,08
0075597         -5     -    12645           1.634,22            1.545,22            1.545,22               25,50              117,44
0075601         -5     -    12645           3.278,13            3.099,60            3.099,60               51,15              235,57
0075604         -5     -    12645           7.517,80            7.108,36            7.108,36              117,28              540,23
0075605         -5     -    74137              59,13               55,91               55,91                0,92                4,25
0075606         -5     -    74137           1.128,25            1.066,81            1.066,81               17,60               81,08
0075608         -5     -    74137          12.486,41           11.806,36           11.806,36              194,81              897,30
0075609         -5     -    74137           4.431,57            4.190,23            4.190,23               69,13              318,45
0075613         -5     -    74137             568,98              537,99              537,99                8,88               40,89
0075614         -5     -    74137           1.059,43            1.001,73            1.001,73               16,53               76,13
0075616         -5     -    74137              55,25               52,24               52,24                0,86                3,97
0075617         -5     -    12806           5.571,47            5.268,04            5.268,04               86,92              400,37
0075618         -5     -    12806           1.357,98            1.284,02            1.284,02               21,19               97,59
0075619         -5     -    12806              60,09               56,82               56,82                0,94                4,32
0075621         -5     -    12806           2.021,94            1.911,82            1.911,82               31,55              145,30
0075624         -5     -    12711           4.096,22            3.873,13            3.873,13               63,91              294,36
0075625         -5     -    12711          18.714,10           17.694,88           17.694,88              291,96            1.344,81
0075626         -5     -    12711           1.690,43            1.598,37            1.598,37               26,37              121,47
0075627         -5     -    12711             131,81              124,64              124,64                2,06                9,47
0075628         -5     -    12711           1.685,60            1.593,79            1.593,79               26,30              121,13
0075629         -5     -    12711           3.923,67            3.709,98            3.709,98               61,22              281,96
0075632         -5     -    12711           1.023,56              967,82              967,82               15,97               73,55
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     20


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075633         -5     -    12960          11.753,64           11.113,50           11.113,50              183,37              844,63
0075634         -5     -    12960             353,82              334,55              334,55                5,52               25,42
0075636         -5     -    12960              68,82               65,07               65,07                1,07                4,95
0075638         -5     -    12960           1.181,56            1.117,21            1.117,21               18,43               84,91
0075645         -5     -    19041             123,83              117,08              117,08                1,93                8,90
0075646         -5     -    19041             123,83              117,08              117,08                1,93                8,90
0075647         -5     -    19041             491,74              464,96              464,96                7,68               35,34
0075648         -5     -    19041             337,84              319,44              319,44                5,26               24,28
0075649         -5     -    19041             113,20              107,04              107,04                1,77                8,14
0075650         -5     -    19041             191,05              180,63              180,63                2,98               13,72
0075651         -5     -    19041             861,39              814,48              814,48               13,44               61,90
0075652         -5     -    19041             762,35              720,83              720,83               11,89               54,78
0075653         -5     -    19041             144,15              136,30              136,30                2,25               10,36
0075654         -5     -    19041             664,17              628,00              628,00               10,36               47,73
0075655         -5     -    19041             566,90              536,02              536,02                8,84               40,74
0075656         -5     -    19041             785,34              742,57              742,57               12,25               56,44
0075657         -5     -    19041             259,12              245,01              245,01                4,04               18,62
0075658         -5     -    19041             838,41              792,74              792,74               13,08               60,25
0075659         -5     -    19041             392,66              371,28              371,28                6,13               28,21
0075660         -5     -    19041             185,72              175,61              175,61                2,90               13,34
0075661         -5     -    19041             114,97              108,71              108,71                1,79                8,26
0075662         -5     -    19041              50,40               47,66               47,66                0,79                3,62
0075663         -5     -    19041           1.566,25            1.480,95            1.480,95               24,44              112,55
0075664         -5     -    19041             105,24               99,51               99,51                1,64                7,56
0075665         -5     -    19041           1.044,47              987,58              987,58               16,30               75,06
0075666         -5     -    19041              45,10               42,65               42,65                0,70                3,24
0075667         -5     -    19041           1.196,58            1.131,41            1.131,41               18,67               85,99
0075668         -5     -    19041           1.189,50            1.124,72            1.124,72               18,56               85,48
0075669         -5     -    19041             136,20              128,78              128,78                2,12                9,79
0075670         -5     -    19041             408,60              386,34              386,34                6,37               29,36
0075671         -5     -    19041             185,74              175,62              175,62                2,90               13,35
0075672         -5     -    19041           1.044,47              987,58              987,58               16,30               75,06
0075673         -5     -    19041             566,90              536,02              536,02                8,84               40,74
0075674         -5     -    19041              27,41               25,92               25,92                0,43                1,97
0075675         -5     -    19041             293,62              277,63              277,63                4,58               21,10
0075676         -5     -    19041             134,43              127,11              127,11                2,10                9,67
0075677         -5     -    19041             804,79              760,96              760,96               12,56               57,83
0075678         -5     -    19041              99,05               93,66               93,66                1,55                7,12
0075679         -5     -    19041             136,20              128,78              128,78                2,12                9,79
0075680         -5     -    19041           1.189,50            1.124,72            1.124,72               18,56               85,48
0075681         -5     -    19041             919,79              869,70              869,70               14,36               66,10
0075682         -5     -    19041          88.017,14           83.223,49           83.223,49            1.373,20            6.324,98
0075683         -5     -    19041          32.465,23           30.697,07           30.697,07              506,50            2.332,97
0075725         -5     -      988           3.167,59            2.995,07            2.995,07               49,42              227,63
0075750         -5     -    16388             957,13              905,00              905,00               14,93               68,78
0075752         -5     -     1430             348,39              329,42              329,42                5,44               25,04
0075753         -5     -      242           5.982,63            5.656,80            5.656,80               93,34              429,91
0075758         -5     -    19097           1.966,72            1.859,61            1.859,61               30,69              141,34
0075765         -5     -    12995           6.159,52            5.824,05            5.824,05               96,10              442,63
0075767         -5     -    12995           7.944,89            7.512,21            7.512,21              123,93              570,94
0075768         -5     -    12995           2.825,98            2.672,07            2.672,07               44,08              203,07
0075769         -5     -    12995           1.107,51            1.047,19            1.047,19               17,28               79,59
0075770         -5     -    12995             199,47              188,61              188,61                3,11               14,33
0075775         -5     -    12995           4.133,77            3.908,64            3.908,64               64,50              297,06
0075776         -5     -    12995           7.421,51            7.017,33            7.017,33              115,79              533,32
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     21


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075777         -5     -    12995           5.709,91            5.398,92            5.398,92               89,09              410,32
0075778         -5     -    12995           1.107,51            1.047,19            1.047,19               17,28               79,59
0075779         -5     -    12783             926,89              876,41              876,41               14,46               66,61
0075780         -5     -    12783          18.442,54           17.438,11           17.438,11              287,74            1.325,29
0075781         -5     -    12806           6.739,47            6.372,42            6.372,42              105,15              484,30
0075782         -5     -    12806           2.431,01            2.298,61            2.298,61               37,94              174,69
0075802         -5     -    70429             871,84              824,35              824,35               13,60               62,65
0075934         -5     -    11972           1.240,29            1.172,74            1.172,74               19,35               89,13
5118ST                                    893.118,21          844.476,35          844.476,35           13.933,92           64.180,24
VENDA DE PRODUTOS-ST

5.401      TOTAL                          893.118,21          844.476,35          844.476,35           13.933,92           64.180,24
VENDA DE PRODUTOS-ST

0075376         -5     -    57864           6.138,00                0,00                0,00                0,00                0,00
5911                                        6.138,00                0,00                0,00                0,00                0,00


0000852         -1     -        1             250,00                0,00                0,00                0,00                0,00
5912                                          250,00                0,00                0,00                0,00                0,00


885263452144521 -1     -        1             250,00                0,00                0,00                0,00                0,00
59122                                         250,00                0,00                0,00                0,00                0,00


5.551      TOTAL                            6.638,00                0,00                0,00                0,00                0,00
VENDA DE ATIVO IMOBILIZADO

0001600         -1     -        1             220,00                0,00                0,00                0,00                0,00
595401                                        220,00                0,00                0,00                0,00                0,00


5.553      TOTAL                              220,00                0,00                0,00                0,00                0,00
DEVOLUCAO DE ATIVO IMOBILIZADO

0075572         -5     -    77222           4.616,50                0,00                0,00                0,00                0,00
0075722         -5     -    77852          85.442,25                0,00                0,00                0,00                0,00
0075723         -5     -    77852          92.843,81                0,00                0,00                0,00                0,00
0075724         -5     -    77852           7.505,92                0,00                0,00                0,00                0,00
0075796         -5     -    77852          12.029,78                0,00                0,00                0,00                0,00
0075797         -5     -    77852           4.185,54                0,00                0,00                0,00                0,00
0075798         -5     -    77852           8.336,79                0,00                0,00                0,00                0,00
0075800         -5     -    73100           1.200,00                0,00                0,00                0,00                0,00
0075811         -5     -    77852          94.279,15                0,00                0,00                0,00                0,00
5931                                      310.439,74                0,00                0,00                0,00                0,00


5.901      TOTAL                          310.439,74                0,00                0,00                0,00                0,00
REMESSA P/ INDUST.

0075644         -5     -    57318             607,06                0,00                0,00                0,00                0,00
599901                                        607,06                0,00                0,00                0,00                0,00


-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     22


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

5.908      TOTAL                              607,06                0,00                0,00                0,00                0,00
REMESSA POR COMODATO

0075351         -5     -     9690           5.781,67                0,00                0,00                0,00                0,00
0075353         -5     -     9690           5.280,80                0,00                0,00                0,00                0,00
599ST                                      11.062,47                0,00                0,00                0,00                0,00
BONIFICACAO DE PRODUTOS

5.910      TOTAL                           11.062,47                0,00                0,00                0,00                0,00
REMESSA  BONIFICAÇÃO

0075795         -5     -    70845             100,00                0,00                0,00                0,00                0,00
599915                                        100,00                0,00                0,00                0,00                0,00
REMESSA CONSERTO

5.915      TOTAL                              100,00                0,00                0,00                0,00                0,00
REMESSA P/ CONSERTO

0075178         -5     -    75315           7.200,00                0,00                0,00                0,00                0,00
0075341         -5     -    75315           7.200,00                0,00                0,00                0,00                0,00
0075719         -5     -    77222              36,00                0,00                0,00                0,00                0,00
0075748         -5     -    77292           4.290,00                0,00                0,00                0,00                0,00
0075749         -5     -    75315           6.900,00                0,00                0,00                0,00                0,00
0075803         -5     -    75288             210,00                0,00                0,00                0,00                0,00
599972                                     25.836,00                0,00                0,00                0,00                0,00
RETORNO DE EMBALAGEM

5.921      TOTAL                           25.836,00                0,00                0,00                0,00                0,00
RETORNO DE EMBALAGEM

0075518         -5     -    57863              70,61                0,00                0,00                0,00                0,00
599113                                         70,61                0,00                0,00                0,00                0,00
REM PECAS PROD ASSIS TECNICA

0075431         -5     -        1           5.900,00                0,00                0,00                0,00                0,00
59916                                       5.900,00                0,00                0,00                0,00                0,00
BRINDE

5.949      TOTAL                            5.970,61                0,00                0,00                0,00                0,00
OUTRAS SAIDAS

5.000         TOTAL                     1.970.376,70        1.520.061,60        1.520.061,60           25.081,20          115.524,58


0075241         -5     -    17628             915,41              915,41              915,41               15,11               69,57
0075242         -5     -    17628           2.544,83            2.544,83            2.544,83               41,99              193,41
0075243         -5     -    17628             907,44              907,44              907,44               14,98               68,96
0075245         -5     -    17628          10.704,38           10.704,38           10.704,38              176,62              813,53
0075246         -5     -    17628           1.785,43            1.785,43            1.785,43               29,46              135,70
0075247         -5     -    17628          20.657,70           20.657,70           20.657,70              340,85            1.569,99
0075313         -5     -    16439           1.428,75            1.428,75            1.428,75               23,57              108,59
0075314         -5     -    17548           2.768,36            2.766,88            2.766,88               45,65              210,28
0075315         -5     -    11154             701,83              701,83              701,83               11,58               53,34
0075316         -5     -    16578           4.764,07            4.764,07            4.764,07               78,61              362,07
0075318         -5     -    17218           1.056,84            1.056,84            1.056,84               17,44               80,32
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     23


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

0075321         -5     -    16969           1.814,83            1.814,83            1.814,83               29,95              137,93
0075322         -5     -    18733           3.163,67            3.163,67            3.163,67               52,20              240,44
0075323         -5     -    17018             680,94              680,94              680,94               11,24               51,75
0075325         -5     -    13427           6.360,23            6.360,23            6.360,23              104,94              483,38
0075328         -5     -    18873           9.928,20            9.928,20            9.928,20              163,81              754,54
0075329         -5     -    11769             886,91              886,91              886,91               14,64               67,40
0075330         -5     -    11289           2.894,28            2.894,28            2.894,28               47,76              219,97
0075331         -5     -    14588           2.038,18            1.999,48            1.999,48               32,99              151,97
0075334         -5     -    14588              20,18               19,22               19,22                0,32                1,46
0075335         -5     -    18643           1.346,36            1.346,36            1.346,36               22,22              102,32
0075336         -5     -    18643           2.929,80            2.929,80            2.929,80               48,34              222,67
0075337         -5     -    16898           1.126,17            1.126,17            1.126,17               18,58               85,59
0075338         -5     -     8013           2.475,23            2.475,23            2.475,23               40,84              188,13
0075339         -5     -    16437           7.559,07            7.559,07            7.559,07              124,71              574,48
0075483         -5     -    17667             788,12              788,12              788,12               13,01               59,89
0075484         -5     -    17344           2.558,89            2.558,89            2.558,89               42,22              194,47
0075485         -5     -    16740           2.350,95            2.350,95            2.350,95               38,79              178,67
0075486         -5     -    13829           1.058,02            1.058,02            1.058,02               17,46               80,41
0075487         -5     -    13466           2.990,51            2.990,51            2.990,51               49,35              227,27
0075488         -5     -    13466             832,26              832,26              832,26               13,73               63,25
0075489         -5     -    13466           1.008,80            1.008,80            1.008,80               16,65               76,67
0075490         -5     -    17086           4.695,22            4.695,22            4.695,22               77,48              356,83
0075491         -5     -    18510           1.059,24            1.059,24            1.059,24               17,48               80,51
0075492         -5     -    18675             607,41              607,41              607,41               10,02               46,16
0075494         -5     -    18615           1.824,84            1.824,84            1.824,84               30,11              138,69
0075496         -5     -    17950           2.153,13            2.153,13            2.153,13               35,53              163,64
0075497         -5     -    14746             914,44              914,44              914,44               15,09               69,50
0075498         -5     -    18424           1.057,30            1.057,30            1.057,30               17,44               80,36
0075499         -5     -    18424           1.144,60            1.144,60            1.144,60               18,89               86,99
0075501         -5     -     4252           1.679,51            1.679,51            1.679,51               27,71              127,64
0075503         -5     -    18546           1.311,45            1.311,45            1.311,45               21,64               99,67
0075505         -5     -    18868           7.864,62            7.864,62            7.864,62              129,77              597,71
0075506         -5     -    16692           3.769,32            3.769,32            3.769,32               62,20              286,47
0075507         -5     -    18039           2.988,54            2.988,54            2.988,54               49,31              227,13
0075508         -5     -    18603           5.395,03            5.395,03            5.395,03               89,03              410,02
0075510         -5     -    18143           1.159,80            1.159,80            1.159,80               19,14               88,14
0075511         -5     -    15575           5.081,80            5.046,94            5.046,94               83,27              383,57
0075513         -5     -    14924           3.083,77            3.083,77            3.083,77               50,88              234,36
0075515         -5     -    18615           3.888,57            3.888,57            3.888,57               64,16              295,53
0075549         -5     -    16742           1.164,00            1.164,00            1.164,00               19,20               88,47
0075550         -5     -     2799           3.221,13            3.221,13            3.221,13               53,15              244,80
0075551         -5     -     2799           2.741,17            2.741,17            2.741,17               45,23              208,32
0075553         -5     -     8031           2.157,05            2.157,05            2.157,05               35,59              163,94
0075554         -5     -     8031           1.792,88            1.792,88            1.792,88               29,58              136,26
0075556         -5     -     8031           5.418,42            5.418,42            5.418,42               89,41              411,80
0075557         -5     -     8031           4.256,41            4.256,41            4.256,41               70,23              323,49
0075558         -5     -     8031           5.446,06            5.446,06            5.446,06               89,86              413,90
0075559         -5     -     8031             623,30              623,30              623,30               10,28               47,37
0075563         -5     -      165           5.874,75            5.874,75            5.874,75               96,94              446,48
0075564         -5     -    14226          13.630,44           13.630,44           13.630,44              224,92            1.035,89
0075566         -5     -    17572             980,48              980,48              980,48               16,18               74,52
0075567         -5     -     8013           1.086,40            1.086,40            1.086,40               17,93               82,57
0075568         -5     -    17788           1.386,86            1.386,86            1.386,86               22,89              105,40
0075569         -5     -    13223             343,44              343,44              343,44                5,66               26,10
0075571         -5     -    18263           1.511,26            1.511,26            1.511,26               24,94              114,86
-------------------------------------------------------------------------------------DATASUL - OBRIGAÇÕES - OF0770RP - V:2.00.00.027
FIRMA : Estabelecimento TOTVS - Ñ ALTERAR CONTAS      INSCR. EST. - 255721161           C.N.P.J. - 53113791001790       FOLHA     24


PERÍODO  - 01/05 A 31/05/2011                      APURAÇÃO DE PIS/COFINS NAS SAÍDAS - NORMAL

CÓDIGO                                    VALOR             BASE DE             BASE DE     VALOR PIS/PASEP        VALOR COFINS
FISCAL                                 CONTÁBIL         CÁLCULO PIS      CÁLCULO COFINS

6111                                      204.359,28          204.283,28          204.283,28            3.370,75           15.525,51
VENDA DE PRODUTOS

0075244         -5     -    17628           1.246,93            1.246,93            1.246,93               20,57               94,76
0075248         -5     -    17628             870,92              870,92              870,92               14,37               66,19
0075249         -5     -    17628           1.030,89            1.030,89            1.030,89               17,01               78,35
0075250         -5     -    17628           1.835,80            1.835,80            1.835,80               30,29              139,52
0075251         -5     -    17628           1.919,96            1.919,96            1.919,96               31,68              145,92
0075252         -5     -    17628           9.281,83            9.281,83            9.281,83              153,15              705,41
0075253         -5     -    17628           1.835,80            1.835,80            1.835,80               30,29              139,52
0075254         -5     -    17628             623,86              623,86              623,86               10,29               47,41
0075255         -5     -    17628             582,93              582,93              582,93                9,62               44,30
0075317         -5     -    17218             749,71              749,71              749,71               12,37               56,98
0075319         -5     -    15760             882,16              882,16              882,16               14,56               67,04
0075320         -5     -    16969           1.948,87            1.948,87            1.948,87               32,16              148,12
0075324         -5     -    18577             988,88              988,88              988,88               16,32               75,16
0075326         -5     -    14226           8.718,90            8.718,90            8.718,90              143,86              662,64
0075327         -5     -    17572          13.771,29           13.771,29           13.771,29              227,23            1.046,62
0075332         -5     -    14588           2.105,02            2.105,02            2.105,02               34,74              159,98
0075493         -5     -    15907           2.875,08            2.875,08            2.875,08               47,44              218,51
0075495         -5     -    17308           2.041,63            2.041,63            2.041,63               33,69              155,16
0075500         -5     -     4252             466,74              466,74              466,74                7,70               35,47
0075504         -5     -    18546           1.392,63            1.392,63            1.392,63               22,98              105,84
0075509         -5     -    18603           4.096,54            4.096,54            4.096,54               67,59              311,34
0075512         -5     -    14924           1.109,77            1.109,77            1.109,77               18,31               84,35
0075552         -5     -    11154           4.664,46            4.664,46            4.664,46               76,96              354,50
0075555         -5     -     8031           2.829,08            2.829,08            2.829,08               46,68              215,01
